Entity,Group,Value Name,Value Type,Value Position,Value,Rank,Start Time,End Time
Q219,alias,language,en,1,Republic of Bulgaria,,,
Q219,alias,language,en,2,bg,,,
Q219,alias,language,szl,1,Bůugaryjo,,,
Q219,alias,language,szl,2,Bůłgaryjo,,,
Q219,alias,language,hu,1,Bolgár Népköztársaság,,,
Q219,alias,language,hu,2,Bolgár Köztársaság,,,
Q219,alias,language,pt,1,República da Bulgária,,,
Q219,alias,language,pt,2,Bulgaria,,,
Q219,alias,language,yi,1,בולגאַריע,,,
Q219,alias,language,fi,1,Bulgarian tasavalta,,,
Q219,alias,language,uk,1,Болґарія,,,
Q219,alias,language,jbo,1,bylgarias,,,
Q219,alias,language,jbo,2,bulgar,,,
Q219,alias,language,jbo,3,balgarias,,,
Q219,alias,language,jbo,4,Bulgaria,,,
Q219,alias,language,jbo,5,bulgarias,,,
Q219,alias,language,be-tarask,1,Рэспубліка Баўгарыя,,,
Q219,alias,language,sco,1,Bulgaria,,,
Q219,alias,language,hr,1,Republika Bugarska,,,
Q219,alias,language,gsw,1,Bulgaren,,,
Q219,alias,language,arz,1,بلغاريا,,,
Q219,alias,language,arz,2,بولجاريا,,,
Q219,alias,language,frr,1,Bulgaarien,,,
Q219,alias,language,yo,1,Republic of Bulgaria,,,
Q219,alias,language,yo,2,Bulgaria,,,
Q219,alias,language,ie,1,Bulgarie,,,
Q219,alias,language,ja,1,ブルガリア国民議会,,,
Q219,alias,language,ja,2,勃牙利,,,
Q219,alias,language,ja,3,ブルガリアの下院,,,
Q219,alias,language,ja,4,ブルガリヤ,,,
Q219,alias,language,ja,5,ブルガリア共和国,,,
Q219,alias,language,ja,6,勃,,,
Q219,alias,language,sk,1,Bulharská republika,,,
Q219,alias,language,th,1,สาธารณรัฐบัลแกเรีย,,,
Q219,alias,language,th,2,ประเทศบัลกาเรีย,,,
Q219,alias,language,th,3,Republic of Bulgaria,,,
Q219,alias,language,th,4,Bulgaria,,,
Q219,alias,language,th,5,ประเทศบัลเกเรีย,,,
Q219,alias,language,th,6,บัลแกเรีย,,,
Q219,alias,language,th,7,บุลแกเรีย,,,
Q219,alias,language,ca,1,Búlgars,,,
Q219,alias,language,ca,2,República de Bulgària,,,
Q219,alias,language,ca,3,Burdjan,,,
Q219,alias,language,ca,4,Bulgaria,,,
Q219,alias,language,ca,5,Búlgara,,,
Q219,alias,language,cy,1,Bulgaria,,,
Q219,alias,language,sgs,1,Bolgarėjė,,,
Q219,alias,language,ur,1,Bulgaria,,,
Q219,alias,language,gv,1,Y Vulgeyr,,,
Q219,alias,language,bo,1,པུ་ར་ག་རི་ཡ་,,,
Q219,alias,language,bo,2,བྷུལ་ག་རི་ཡ།,,,
Q219,alias,language,bo,3,པུར་ག་རི་ཡ,,,
Q219,alias,language,bo,4,པའོ་ཅ་ལི་ཡ,,,
Q219,alias,language,bo,5,པུ་ར་ག་རི་ཡ,,,
Q219,alias,language,bo,6,པོ་ཅ་ལི་ཡ,,,
Q219,alias,language,rup,1,Vurgarii,,,
Q219,alias,language,rup,2,Bulgarii,,,
Q219,alias,language,af,1,Bulgarië,,,
Q219,alias,language,ceb,1,Bulgarya,,,
Q219,alias,language,br,1,Bulgar,,,
Q219,alias,language,rw,1,Buligariya,,,
Q219,alias,language,el,1,BUL,,,
Q219,alias,language,el,2,Boύλγαροι,,,
Q219,alias,language,sv,1,Bulgariens premiärminister,,,
Q219,alias,language,sv,2,Bulgaria,,,
Q219,alias,language,sv,3,България,,,
Q219,alias,language,is,1,Bulgaria,,,
Q219,alias,language,xal,1,Болгарь,,,
Q219,alias,language,xal,2,Болгармудн Орн Нутг,,,
Q219,alias,language,se,1,Bulgaria,,,
Q219,alias,language,kl,1,Bulgarien,,,
Q219,alias,language,pfl,1,Bulgarien,,,
Q219,alias,language,zea,1,Bulgarije,,,
Q219,alias,language,kk,1,Бұлғаристан,,,
Q219,alias,language,kk,2,Бұлғарстан,,,
Q219,alias,language,nan,1,Bulgaria,,,
Q219,alias,language,bar,1,Buigarien,,,
Q219,alias,language,lv,1,Bulgārijas Republika,,,
Q219,alias,language,lv,2,BUL,,,
Q219,alias,language,lv,3,Bulgaria,,,
Q219,alias,language,lv,4,BGR,,,
Q219,alias,language,eml,1,Bulgaria,,,
Q219,alias,language,li,1,Bulgarieë,,,
Q219,alias,language,li,2,Bulgarije,,,
Q219,alias,language,li,3,Bulgarieje,,,
Q219,alias,language,li,4,Bölgarieë,,,
