Entity,Group,Value Name,Value Type,Value,Rank,Start Time,End Time
Q778,alias,language,es,Mancomunidad de las Bahamas,,,
Q778,alias,language,en,Bahamas,,,
Q778,alias,language,en,Commonwealth of the Bahamas,,,
Q778,alias,language,pt-br,Comunidade das Bahamas,,,
Q778,alias,language,pt-br,Baamas,,,
Q778,alias,language,hu,Bahamai Közösség,,,
Q778,alias,language,ru,Содружество Багамских Островов,,,
Q778,alias,language,ru,Багамы,,,
,,,,,,,
Q778,description,language,en,country in North America,,,
Q778,description,language,es,país del Caribe,,,
Q778,description,language,fr,état insulaire au large des Caraïbes,,,
Q778,description,language,it,stato insulare dell'America centrale,,,
Q778,description,language,ru,страна в Северной Америке,,,
Q778,description,language,de,"Inselstaat im Atlantik, Teil der Westindischen Inseln",,,
Q778,description,language,ilo,pagilian idiay Amianan nga Amerika,,,
Q778,description,language,nb,land i Karibia,,,
Q778,description,language,pt-br,país insular da América do Norte,,,
Q778,description,language,sr,острвска држава у Атлантском океану,,,
Q778,description,language,sr-ec,острвска држава у Атлантском океану,,,
Q778,description,language,sr-el,ostrvska država u Atlantskom okeanu,,,
Q778,description,language,zh-hans,北美洲国家,,,
Q778,description,language,he,מדינה באיים הקריבים,,,
Q778,description,language,hu,szigetország a Karib-térségben,,,
Q778,description,language,uk,держава на 700 островах біля південно-східного узбережжя Флориди і на північ від Куби,,,
Q778,description,language,nl,land in Noord-Amerika,,,
,,,,,,,
Q778,label,language,en,The Bahamas,,,
Q778,label,language,de,Bahamas,,,
Q778,label,language,fr,Bahamas,,,
Q778,label,language,es,Bahamas,,,
Q778,label,language,en-ca,The Bahamas,,,
Q778,label,language,en-gb,The Bahamas,,,
Q778,label,language,nl,Bahama's,,,
Q778,label,language,af,Bahamas,,,
Q778,label,language,am,ባሃማስ,,,
Q778,label,language,an,Bahamas,,,
Q778,label,language,ar,البهاما,,,
Q778,label,language,arz,باهاماس,,,
Q778,label,language,ast,Les Bahames,,,
Q778,label,language,az,Baham adaları,,,
Q778,label,language,bcl,Bahamas,,,
Q778,label,language,be,Багамскія Астравы,,,
Q778,label,language,bg,Бахамски острови,,,
Q778,label,language,bm,Bahamasi,,,
