Entity,Group,Value Name,Value Type,Value,Rank,Start Time,End Time
Q252,alias,language,en,Republic of Indonesia,,,
Q252,alias,language,en,NKRI,,,
Q252,alias,language,en,Negara Kesatuan Republik Indonesia,,,
Q252,alias,language,en,Republik Indonesia,,,
Q252,alias,language,en,ID,,,
Q252,alias,language,en,IDN,,,
Q252,alias,language,nan,Indonesia,,,
Q252,alias,language,nan,Ìn-nî Kiōng-hô-kok,,,
Q252,alias,language,nan,Indonesia Kiōng-hô-kok,,,
Q252,alias,language,nan,In-ni Kiōng-hô-kok,,,
Q252,alias,language,es,República de Indonesia,,,
Q252,alias,language,min,Republik Indonesia,,,
Q252,alias,language,id,Republik Indonesia,,,
Q252,alias,language,pt,República da Indonésia,,,
Q252,alias,language,pt,Republik Indonesia,,,
Q252,alias,language,pt-br,República da Indonésia,,,
Q252,alias,language,zh-hant,印尼,,,
Q252,alias,language,hu,Indonéz Köztársaság,,,
Q252,alias,language,nl,Indonesie,,,
Q252,alias,language,zh-hk,印尼,,,
Q252,alias,language,zh,印度尼西亞,,,
Q252,alias,language,zh,印尼,,,
Q252,alias,language,zh-cn,印尼,,,
Q252,alias,language,zh-hans,印尼,,,
Q252,alias,language,zh-tw,印尼,,,
Q252,alias,language,gl,República de Indonesia,,,
,,,,,,,
Q252,description,language,en,country in Southeast Asia,,,
Q252,description,language,it,stato del sud-est asiatico,,,
Q252,description,language,fr,pays d'Asie,,,
Q252,description,language,es,país del Sudeste Asiático,,,
Q252,description,language,de,Land in Südostasien und Ozeanien,,,
Q252,description,language,ru,страна в Азии,,,
Q252,description,language,id,negara di Asia Tenggara,,,
Q252,description,language,jv,negara ing Asia Kidul-Wétan,,,
Q252,description,language,fi,saarivaltio Kaakkois-Aasiassa,,,
Q252,description,language,ilo,pagilian idiay Abagatan a Daya nga Asia,,,
Q252,description,language,nb,land i Sørøst-Asia,,,
Q252,description,language,min,nagara di Asia Tenggara,,,
Q252,description,language,pt,país do sudeste asiático,,,
Q252,description,language,pt-br,país do sudeste da Ásia e Oceania,,,
Q252,description,language,da,Et land i Sydøstasien,,,
Q252,description,language,sr,држава у југоисточној Азији и Океанији,,,
Q252,description,language,sr-ec,држава у југоисточној Азији и Океанији,,,
Q252,description,language,sr-el,država u jugoistočnoj Aziji i Okeaniji,,,
Q252,description,language,zh-hans,东南亚国家,,,
Q252,description,language,uk,країна в Океанії та Південно-східній Азії,,,
Q252,description,language,hu,szigetország Délkelet-Ázsiában,,,
Q252,description,language,su,nagara di Asia Tenggara,,,
Q252,description,language,en-gb,perwira,,,
Q252,description,language,zh,东南亚国家,,,
Q252,description,language,zh-cn,东南亚国家,,,
Q252,description,language,zh-hant,東南亞國家,,,
Q252,description,language,zh-tw,東南亞國家,,,
Q252,description,language,zh-hk,東南亞國家,,,
Q252,description,language,gl,país insular do sueste asiático,,,
Q252,description,language,nl,land in Zuidoost-Azië,,,
,,,,,,,
Q252,label,language,en,Indonesia,,,
Q252,label,language,fr,Indonésie,,,
Q252,label,language,nb,Indonesia,,,
Q252,label,language,be-tarask,Інданэзія,,,
Q252,label,language,nan,Ìn-nî,,,
Q252,label,language,de,Indonesien,,,
Q252,label,language,it,Indonesia,,,
Q252,label,language,es,Indonesia,,,
Q252,label,language,ru,Индонезия,,,
Q252,label,language,id,Indonesia,,,
Q252,label,language,ace,Indônèsia,,,
Q252,label,language,af,Indonesië,,,
Q252,label,language,ak,Indonesia,,,
Q252,label,language,am,ኢንዶኔዥያ,,,
Q252,label,language,ang,Indonesia,,,
Q252,label,language,an,Indonesia,,,
Q252,label,language,ar,إندونيسيا,,,
Q252,label,language,arz,اندونيسيا,,,
Q252,label,language,ast,Indonesia,,,
Q252,label,language,ay,Indunisya,,,
Q252,label,language,az,İndoneziya,,,
Q252,label,language,bar,Indonesien,,,
Q252,label,language,ba,Индонезия,,,
Q252,label,language,bcl,Indonesya,,,
Q252,label,language,be,Інданезія,,,
Q252,label,language,bg,Индонезия,,,
Q252,label,language,bi,Indonesia,,,
Q252,label,language,bjn,Indunisia,,,
Q252,label,language,bn,ইন্দোনেশিয়া,,,
Q252,label,language,bo,ཨིན་རྡུ་ནི་ཤིས་ཡ།,,,
Q252,label,language,bpy,ইন্দোনেশিয়া,,,
Q252,label,language,br,Indonezia,,,
Q252,label,language,bs,Indonezija,,,
Q252,label,language,bug,Indonesia,,,
Q252,label,language,bxr,Индонез,,,
Q252,label,language,ca,Indonèsia,,,
Q252,label,language,ceb,Indonesia,,,
Q252,label,language,ce,Индонези,,,
Q252,label,language,ch,Indonesia,,,
Q252,label,language,ckb,ئیندۆنیزیا,,,
Q252,label,language,co,Indunesia,,,
Q252,label,language,csb,Jindonezjô,,,
Q252,label,language,cs,Indonésie,,,
Q252,label,language,cu,Їндонисїꙗ,,,
Q252,label,language,cv,Индонези,,,
Q252,label,language,cy,Indonesia,,,
Q252,label,language,da,Indonesien,,,
Q252,label,language,de-ch,Indonesien,,,
Q252,label,language,diq,İndonezya,,,
Q252,label,language,dv,އިންޑޮނޭޝިޔާ,,,
Q252,label,language,el,Ινδονησία,,,
Q252,label,language,en-ca,Indonesia,,,
Q252,label,language,en-gb,Indonesia,,,
Q252,label,language,eo,Indonezio,,,
Q252,label,language,et,Indoneesia,,,
Q252,label,language,eu,Indonesia,,,
Q252,label,language,ext,Indonésia,,,
Q252,label,language,fa,اندونزی,,,
Q252,label,language,fi,Indonesia,,,
Q252,label,language,fo,Indonesia,,,
Q252,label,language,frp,Endonèsie,,,
Q252,label,language,fy,Yndoneezje,,,
Q252,label,language,gag,İndoneziya,,,
Q252,label,language,gan,印度尼西亞,,,
Q252,label,language,ga,An Indinéis,,,
Q252,label,language,gd,An Innd-Innse,,,
Q252,label,language,gl,Indonesia,,,
Q252,label,language,gn,Indonesia,,,
Q252,label,language,gu,ઈંડોનેશિયા,,,
Q252,label,language,gv,Yn Indoneesh,,,
Q252,label,language,hak,Yin-thu-nì-sî-â,,,
Q252,label,language,haw,‘Inidonesia,,,
Q252,label,language,he,אינדונזיה,,,
Q252,label,language,hif,Indonesia,,,
Q252,label,language,hi,इंडोनेशिया,,,
Q252,label,language,hr,Indonezija,,,
Q252,label,language,hsb,Indoneska,,,
Q252,label,language,ht,Endonezi,,,
Q252,label,language,hu,Indonézia,,,
Q252,label,language,hy,Ինդոնեզիա,,,
Q252,label,language,ia,Indonesia,,,
Q252,label,language,ie,Indonesia,,,
Q252,label,language,ilo,Indonesia,,,
Q252,label,language,io,Indonezia,,,
Q252,label,language,is,Indónesía,,,
Q252,label,language,ja,インドネシア,,,
Q252,label,language,jbo,bidgu'e,,,
Q252,label,language,jv,Indonésia,,,
Q252,label,language,ka,ინდონეზია,,,
Q252,label,language,kbd,Индонезиэ,,,
Q252,label,language,ki,Indonesia,,,
Q252,label,language,kk,Индонезия,,,
Q252,label,language,kl,Indonesia,,,
Q252,label,language,km,ឥណ្ឌូនេស៊ី,,,
Q252,label,language,kn,ಇಂಡೋನೇಷ್ಯಾ,,,
Q252,label,language,ko,인도네시아,,,
Q252,label,language,ku,Îndonezya,,,
Q252,label,language,kv,Индонезия,,,
Q252,label,language,kw,Indonesi,,,
Q252,label,language,ky,Индонезия,,,
Q252,label,language,la,Indonesia,,,
Q252,label,language,lb,Indonesien,,,
Q252,label,language,lez,Индонезия,,,
Q252,label,language,lij,Indonexia,,,
Q252,label,language,li,Indonesië,,,
Q252,label,language,lmo,Indunesia,,,
Q252,label,language,ln,Indoneziá,,,
Q252,label,language,lt,Indonezija,,,
Q252,label,language,lv,Indonēzija,,,
Q252,label,language,map-bms,Indonesia,,,
Q252,label,language,mg,Indonezia,,,
