Entity,Group,Value Name,Value Type,Value Position,Value,Rank,Start Time,End Time
Q223,alias,language,yue,1,格陵兰,,,
Q223,alias,language,nan,1,Chheⁿ-tōe,,,
Q223,alias,language,nds-nl,1,Greunlaand,,,
Q223,alias,language,nds-nl,2,Gruinlaand,,,
Q223,alias,language,fi,1,Kalaallit Nunaat,,,
Q223,alias,language,fi,2,Grønland,,,
Q223,alias,language,be,1,Востраў Грэнландыя,,,
Q223,alias,language,uk,1,Гренландія,,,
Q223,alias,language,pl,1,Kalaallit Nunaat,,,
Q223,alias,language,pl,2,Grønland,,,
Q223,alias,language,pt,1,Grønland,,,
Q223,alias,language,pt,2,Kalaallit Nunaat,,,
Q223,alias,language,zh-hans,1,格林兰,,,
Q223,alias,language,fr,1,Groenland,,,
Q223,alias,language,fr,2,Grœnland,,,
Q223,alias,language,en,1,gl,,,
Q223,alias,language,scn,1,Groenlandia,,,
,,,,,,,,
Q223,description,language,en,,autonomous country within the Kingdom of Denmark,,,
Q223,description,language,it,,nazione in seno al Regno di Danimarca,,,
Q223,description,language,es,,región autónoma de Dinamarca e isla más grande del mundo,,,
Q223,description,language,de,,autonomer Bestandteil des Königreichs Dänemark,,,
Q223,description,language,ru,,"административная единица Дании, включающая одноимённый остров и ряд более малых.",,,
Q223,description,language,fi,,Tanskalle kuuluva itsehallintoalue ja maailman suurin saari,,,
Q223,description,language,nb,,verdens største øy og selvstyrt land som er del av Kongeriket Danmark,,,
Q223,description,language,nl,,grootste eiland ter wereld en autonoom gebied van Denemarken,,,
Q223,description,language,bg,,самоуправляваща се провинция на Дания,,,
Q223,description,language,pt-br,,nação constituinte autônoma do Reino da Dinamarca,,,
Q223,description,language,en-ca,,largest island on Earth,,,
Q223,description,language,en-gb,,largest island on Earth,,,
Q223,description,language,da,,Selvstyrende land under Kongeriget Danmark,,,
Q223,description,language,pl,,autonomiczna część Królestwa Danii,,,
Q223,description,language,fr,,province autonome du Danemark,,,
Q223,description,language,pt,,região autónoma pertencente ao Reino da Dinamarca,,,
Q223,description,language,zh,,丹麦属地,,,
Q223,description,language,ilo,,autonomo a pagilian iti kaunegan ti Pagarian iti Dinamarka,,,
Q223,description,language,kl,,sisimiut,,,
Q223,description,language,uk,,"найбільший острів Землі, належить Данії і є автономною провінцією цієї країни",,,
Q223,description,language,hu,,Dán Királyság fennhatósága alá tartozó autonóm állam,,,
Q223,description,language,vi,,quốc gia tự trị thuộc Vương quốc Đan Mạch,,,
Q223,description,language,zh-hans,,丹麦的海外属地,,,
Q223,description,language,scn,,paìsi autònumu dû Regnu di Danimarca,,,
Q223,description,language,ne,,डेनमार्क अधिराज्य भित्रको स्वायत्त देश,,,
,,,,,,,,
Q223,label,language,en,,Greenland,,,
Q223,label,language,fr,,Groenland,,,
Q223,label,language,ru,,Гренландия,,,
Q223,label,language,de,,Grönland,,,
Q223,label,language,it,,Groenlandia,,,
Q223,label,language,es,,Groenlandia,,,
Q223,label,language,be-tarask,,Грэнляндыя,,,
Q223,label,language,yue,,格陵蘭,,,
Q223,label,language,lzh,,格陵蘭,,,
Q223,label,language,sgs,,Grenlandėjė,,,
Q223,label,language,nan,,Chheⁿ-tē,,,
Q223,label,language,nds-nl,,Gruunlaand,,,
