Entity,Group,Value Name,Value Type,Value,Rank,Start Time,End Time
Q711,alias,language,nan,Bông-kó·,,,
Q711,alias,language,nan,Bông-kó͘-kok,,,
Q711,alias,language,ko,몽고,,,
Q711,alias,language,zh-hk,蒙古,,,
Q711,alias,language,en,mn,,,
,,,,,,,
Q711,description,language,en,country in East Asia,,,
Q711,description,language,es,país de Asia,,,
Q711,description,language,fr,"pays d'Asie, situé entre la Russie au nord et la Chine au sud",,,
Q711,description,language,it,stato dell'Asia centrale,,,
Q711,description,language,de,"Staat, zwischen Zentral-, Nord- und Ostasien gelegen",,,
Q711,description,language,ru,страна в Азии,,,
Q711,description,language,ilo,pagilian idiay Daya ken Tengnga nga Asia,,,
Q711,description,language,pl,państwo w Azji,,,
Q711,description,language,ja,東アジア北部に位置する国家,,,
Q711,description,language,sr,држава у источној Азији,,,
Q711,description,language,sr-ec,држава у источној Азији,,,
Q711,description,language,sr-el,država u istočnoj Aziji,,,
Q711,description,language,zh-hans,亚洲内陆国家,,,
Q711,description,language,zh-hk,東亞國家,,,
Q711,description,language,zh-tw,東亞國家,,,
Q711,description,language,zh-cn,东亚国家,,,
Q711,description,language,zh,东亚国家,,,
Q711,description,language,nb,land i Øst-Asia,,,
Q711,description,language,hu,állam Kelet-Ázsiában,,,
Q711,description,language,uk,країна на сході Центральної Азії,,,
Q711,description,language,nl,land in Azië,,,
Q711,description,language,sv,land i östra Asien,,,
,,,,,,,
Q711,label,language,en,Mongolia,,,
Q711,label,language,fr,Mongolie,,,
Q711,label,language,es,Mongolia,,,
Q711,label,language,be-tarask,Манголія,,,
Q711,label,language,nan,Bông-kó͘,,,
Q711,label,language,nl,Mongolië,,,
Q711,label,language,en-ca,Mongolia,,,
Q711,label,language,en-gb,Mongolia,,,
Q711,label,language,ru,Монголия,,,
Q711,label,language,sw,Mongolia,,,
Q711,label,language,ace,Mongolia,,,
Q711,label,language,af,Mongolië,,,
Q711,label,language,am,ሞንጎልያ,,,
Q711,label,language,an,Mongolia,,,
Q711,label,language,ar,منغوليا,,,
Q711,label,language,arz,مونجوليا,,,
Q711,label,language,as,মঙ্গোলিয়া,,,
Q711,label,language,ast,Mongolia,,,
Q711,label,language,az,Monqolustan,,,
Q711,label,language,ba,Монголия,,,
Q711,label,language,bcl,Mongolya,,,
Q711,label,language,be,Манголія,,,
Q711,label,language,bg,Монголия,,,
Q711,label,language,bn,মঙ্গোলিয়া,,,
Q711,label,language,bo,མོང་གོལ།,,,
Q711,label,language,bpy,মঙ্গোলিয়া,,,
Q711,label,language,br,Mongolia,,,
Q711,label,language,bs,Mongolija,,,
Q711,label,language,bug,Mongolia,,,
Q711,label,language,bxr,Монгол Улас,,,
Q711,label,language,ca,Mongòlia,,,
Q711,label,language,cdo,Mūng-gū,,,
Q711,label,language,ce,Монголи,,,
Q711,label,language,ceb,Mongolia,,,
Q711,label,language,chr,ᎼᏂᎪᎵᏱ,,,
Q711,label,language,ckb,مەنگۆلیا,,,
Q711,label,language,cs,Mongolsko,,,
Q711,label,language,csb,Mòngolskô,,,
Q711,label,language,cu,Мѫголи,,,
Q711,label,language,cv,Монголи,,,
Q711,label,language,cy,Mongolia,,,
Q711,label,language,da,Mongoliet,,,
Q711,label,language,de,Mongolei,,,
Q711,label,language,diq,Moğolıstan,,,
Q711,label,language,dsb,Mongolska,,,
Q711,label,language,dv,މޮންގޯލިއާ,,,
Q711,label,language,dz,སོག་པོ་,,,
Q711,label,language,ee,Mongolia,,,
Q711,label,language,el,Μογγολία,,,
Q711,label,language,eo,Mongolio,,,
Q711,label,language,et,Mongoolia,,,
Q711,label,language,eu,Mongolia,,,
Q711,label,language,ext,Mongolia,,,
Q711,label,language,fa,مغولستان,,,
Q711,label,language,fi,Mongolia,,,
Q711,label,language,fo,Mongolia,,,
Q711,label,language,frp,Mongolie,,,
Q711,label,language,fy,Mongoalje,,,
Q711,label,language,ga,An Mhongóil,,,
Q711,label,language,gag,Mongoliya,,,
Q711,label,language,gd,Mongòilia,,,
Q711,label,language,gl,Mongolia - Монгол Улс,,,
Q711,label,language,gn,Mongolia,,,
Q711,label,language,gu,મંગોલિયા,,,
Q711,label,language,gv,Yn Vongoil,,,
Q711,label,language,hak,Mùng-kú-koet,,,
Q711,label,language,haw,Monokolia,,,
