Page Title,Image URL,Local Image File
Flag of South Georgia and the South Sandwich Islands.svg,//upload.wikimedia.org/wikipedia/commons/e/ed/Flag_of_South_Georgia_and_the_South_Sandwich_Islands.svg,data/flag-of-south-georgia-and-the-south-sandwich-islands.svg
