Entity,Group,Value Name,Value Type,Value,Rank,Start Time,End Time
,,,,,,,
Q1555938,description,language,en,region around the Earth's South Pole,,,
Q1555938,description,language,nb,kontinent ved Sydpolen,,,
Q1555938,description,language,ilo,rehion ti lawlaw ti Abagatan nga Ungto ti Daga,,,
Q1555938,description,language,de,umfasst die um den Südpol gelegenen Land- und Meeresgebiete,,,
Q1555938,description,language,fr,inclut mentir aux zones terrestres et marines du pôle Sud,,,
,,,,,,,
Q1555938,label,language,en,Antarctic,,,
Q1555938,label,language,en-ca,Antarctic,,,
Q1555938,label,language,en-gb,Antarctic,,,
Q1555938,label,language,ar,أنتاركتيك,,,
Q1555938,label,language,az,Antarktika,,,
Q1555938,label,language,be,Антарктыка,,,
Q1555938,label,language,bg,Антарктика,,,
Q1555938,label,language,ca,Regió antàrtica,,,
Q1555938,label,language,cv,Антарктика,,,
Q1555938,label,language,de,Antarktis,,,
Q1555938,label,language,de-ch,Antarktis,,,
Q1555938,label,language,dsb,Antarktis,,,
Q1555938,label,language,es,Antártida,,,
Q1555938,label,language,et,Antarktika,,,
Q1555938,label,language,fr,région antarctique,,,
Q1555938,label,language,got,𐌰𐌽𐍄𐌰𐍂𐌺𐍄𐌹𐌺𐌰,,,
Q1555938,label,language,hsb,Antarktis,,,
Q1555938,label,language,hu,Antarktisz,,,
Q1555938,label,language,hy,Անտարկտիկա,,,
Q1555938,label,language,ilo,Antartiko,,,
Q1555938,label,language,ja,南極,,,
Q1555938,label,language,ka,ანტარქტიკა,,,
Q1555938,label,language,kk,Антарктика,,,
Q1555938,label,language,kl,Antarktis,,,
Q1555938,label,language,mr,अंटार्क्टिक,,,
Q1555938,label,language,pl,Antarktyka,,,
Q1555938,label,language,ro,Antarctica,,,
Q1555938,label,language,ru,Антарктика,,,
Q1555938,label,language,sq,Antarktis,,,
Q1555938,label,language,uk,Антарктика,,,
Q1555938,label,language,vi,Vùng Nam Cực,,,
Q1555938,label,language,yo,Antárktìkì,,,
Q1555938,label,language,nb,Antarktis,,,
Q1555938,label,language,fa,سرزمین جنوبی,,,
Q1555938,label,language,gu,એન્ટાર્કટીકા,,,
Q1555938,label,language,be-tarask,Антарктыка,,,
Q1555938,label,language,tk,Antarktida,,,
Q1555938,label,language,nl,zuidpool,,,
Q1555938,label,language,vro,Antarktiga,,,
Q1555938,label,language,nn,Antarktika,,,
Q1555938,label,language,lv,Antarktika,,,
Q1555938,label,language,fi,Antarktis,,,
Q1555938,label,language,uz,Antarktika (qutb),,,
Q1555938,label,language,el,Ανταρκτική,,,
Q1555938,label,language,kaa,Antarktida,,,
Q1555938,label,language,gsw,Antarktis,,,
,,,,,,,
182814
Q1555938,claim,P297,string,AQ,normal,,
Q1555938,claim,P298,string,ATA,normal,,
Q1555938,claim,P299,string,010,normal,,
Q1555938,claim,P373,string,Antarctica,normal,,


51
41016
-90
0
Q1555938,claim,P227,string,4002208-0,normal,,
Q1555938,claim,P214,string,235888973,normal,,
Q1555938,claim,P982,string,aca6cbc7-4f3b-3020-8de3-c21718fe24f1,normal,,
Q1555938,claim,P646,string,/m/06wc8yw,normal,,
82794
2
Q1555938,claim,P1566,string,6632710,normal,,
Q1555938,claim,P242,commonsMedia,Antarctica Karte.png,normal,,
,,,,,,,
Q1555938,sitelink,site,enwiki,Antarctic,,,
Q1555938,sitelink,site,azwiki,Antarktika,,,
Q1555938,sitelink,site,bewiki,Антарктыка,,,
Q1555938,sitelink,site,bgwiki,Антарктика,,,
Q1555938,sitelink,site,cawiki,Regió antàrtica,,,
Q1555938,sitelink,site,cvwiki,Антарктика,,,
Q1555938,sitelink,site,dewiki,Antarktis,,,
Q1555938,sitelink,site,dsbwiki,Antarktis,,,
Q1555938,sitelink,site,etwiki,Antarktika,,,
Q1555938,sitelink,site,frwiki,Région antarctique,,,
Q1555938,sitelink,site,hsbwiki,Antarktis,,,
Q1555938,sitelink,site,huwiki,Antarktisz,,,
Q1555938,sitelink,site,hywiki,Անտարկտիկա,,,
Q1555938,sitelink,site,ilowiki,Antartiko,,,
Q1555938,sitelink,site,jawiki,南極,,,
Q1555938,sitelink,site,kawiki,ანტარქტიკა,,,
Q1555938,sitelink,site,kkwiki,Антарктика,,,
Q1555938,sitelink,site,klwiki,Antarktis,,,
