Entity,Group,Value Name,Value Type,Value,Rank,Start Time,End Time
Q1006,alias,language,it,Repubblica di Guinea,,,
Q1006,alias,language,it,Guinea Conakry,,,
Q1006,alias,language,nb,Republikken Guinea,,,
Q1006,alias,language,en,Guinea-Conakry,,,
Q1006,alias,language,en,Republic of Guinea,,,
Q1006,alias,language,en,République de Guinée,,,
Q1006,alias,language,hu,Guineai Köztársaság,,,
Q1006,alias,language,es,República de Guinea,,,
Q1006,alias,language,es,Guinea-Conakri,,,
Q1006,alias,language,es,Guinea Francesa,,,
Q1006,alias,language,zh-hans,几内亚共和国,,,
Q1006,alias,language,zh-hant,幾內亞共和國,,,
Q1006,alias,language,el,Δημοκρατία της Γουινέας,,,
,,,,,,,
Q1006,description,language,en,country in Africa,,,
Q1006,description,language,de,Staat in Westafrika,,,
Q1006,description,language,fr,Pays d'Afrique de l'Ouest,,,
Q1006,description,language,it,stato dell'Africa Occidentale,,,
Q1006,description,language,es,país de África Occidental,,,
Q1006,description,language,ru,страна в Африке,,,
Q1006,description,language,ilo,pagilian idiay Aprika,,,
Q1006,description,language,nb,land i Vest-Afrika,,,
Q1006,description,language,en-gb,country in Africa,,,
Q1006,description,language,sr,држава у западној Африци,,,
Q1006,description,language,sr-ec,држава у западној Африци,,,
Q1006,description,language,sr-el,država u zapadnoj Africi,,,
Q1006,description,language,he,מדינה באפריקה,,,
Q1006,description,language,el,χώρα στην Δυτική Αφρική,,,
Q1006,description,language,dsb,stat w Africe,,,
Q1006,description,language,hsb,stat w Africe,,,
Q1006,description,language,zh-hans,西非国家,,,
Q1006,description,language,hu,állam Nyugat-Afrikában,,,
Q1006,description,language,zh-hant,西非國家,,,
Q1006,description,language,ca,país d'Àfrica,,,
Q1006,description,language,nl,land in Afrika,,,
,,,,,,,
Q1006,label,language,en,Guinea,,,
Q1006,label,language,de,Guinea,,,
Q1006,label,language,fr,Guinée,,,
Q1006,label,language,nl,Guinee,,,
Q1006,label,language,ace,Guinea,,,
Q1006,label,language,af,Guinee,,,
Q1006,label,language,am,ጊኔ,,,
Q1006,label,language,an,Guinea,,,
Q1006,label,language,ang,Guinea,,,
Q1006,label,language,ar,غينيا,,,
Q1006,label,language,ast,Guinea,,,
Q1006,label,language,az,Qvineya,,,
Q1006,label,language,bcl,Guineya,,,
Q1006,label,language,be,Гвінея,,,
Q1006,label,language,bg,Гвинея,,,
Q1006,label,language,bjn,Guinea,,,
Q1006,label,language,bm,Gine,,,
Q1006,label,language,bn,গিনি,,,
Q1006,label,language,bo,གི་ནེ།,,,
Q1006,label,language,bpy,গিনি,,,
Q1006,label,language,br,Ginea,,,
Q1006,label,language,bs,Gvineja,,,
Q1006,label,language,ca,República de Guinea,,,
Q1006,label,language,ceb,Guinea,,,
Q1006,label,language,ckb,گینێ,,,
Q1006,label,language,cs,Guinea,,,
Q1006,label,language,cv,Гвиней,,,
Q1006,label,language,cy,Guinée,,,
Q1006,label,language,da,Guinea,,,
Q1006,label,language,diq,Gine,,,
Q1006,label,language,dv,ގީނިއާ,,,
Q1006,label,language,ee,Guinea,,,
Q1006,label,language,el,Γουινέα,,,
Q1006,label,language,eo,Gvineo,,,
Q1006,label,language,es,Guinea,,,
Q1006,label,language,et,Guinea,,,
Q1006,label,language,eu,Ginea,,,
Q1006,label,language,ext,Guinea,,,
Q1006,label,language,fa,گینه,,,
Q1006,label,language,ff,Gine,,,
Q1006,label,language,fi,Guinea,,,
Q1006,label,language,fo,Guinea,,,
Q1006,label,language,frp,Guinê,,,
Q1006,label,language,fy,Guinee,,,
Q1006,label,language,ga,An Ghuine,,,
Q1006,label,language,gag,Gvineya,,,
Q1006,label,language,gd,Gini,,,
Q1006,label,language,gl,Guinea,,,
Q1006,label,language,gv,Yn Ghuinea,,,
Q1006,label,language,ha,Gine,,,
Q1006,label,language,he,גינאה,,,
Q1006,label,language,hi,गिनी,,,
Q1006,label,language,hif,Guinea,,,
Q1006,label,language,hr,Gvineja,,,
Q1006,label,language,hsb,Gineja,,,
Q1006,label,language,ht,Gine,,,
Q1006,label,language,hu,Guinea,,,
Q1006,label,language,hy,Գվինեա,,,
Q1006,label,language,ia,Guinea,,,
Q1006,label,language,id,Guinea,,,
Q1006,label,language,ie,Guinea,,,
Q1006,label,language,ilo,Guinea,,,
Q1006,label,language,io,Guinea,,,
Q1006,label,language,is,Gínea,,,
Q1006,label,language,it,Guinea,,,
Q1006,label,language,ja,ギニア,,,
Q1006,label,language,jv,Guinea,,,
Q1006,label,language,ka,გვინეა,,,
Q1006,label,language,kg,Ginea,,,
Q1006,label,language,kk,Гвинея,,,
Q1006,label,language,ko,기니,,,
Q1006,label,language,ku,Gîne,,,
Q1006,label,language,kw,Gyni,,,
Q1006,label,language,ky,Гвинея,,,
Q1006,label,language,la,Guinea,,,
Q1006,label,language,lb,Guinea,,,
Q1006,label,language,li,Guinee,,,
Q1006,label,language,lij,Guinea,,,
Q1006,label,language,lmo,Guinea,,,
Q1006,label,language,ln,Gine-Konakry,,,
Q1006,label,language,lt,Gvinėja,,,
Q1006,label,language,lv,Gvineja,,,
Q1006,label,language,ml,ഗിനി,,,
Q1006,label,language,mn,Гвиней,,,
Q1006,label,language,mr,गिनी,,,
Q1006,label,language,mrj,Гвиней,,,
Q1006,label,language,ms,Guinea,,,
Q1006,label,language,my,ဂီနီနိုင်ငံ,,,
Q1006,label,language,na,Gini,,,
Q1006,label,language,nah,Guinea,,,
Q1006,label,language,nds,Guinea,,,
Q1006,label,language,nn,Guinea,,,
Q1006,label,language,nov,Gini,,,
Q1006,label,language,nso,Guinea,,,
Q1006,label,language,nv,Gíní,,,
Q1006,label,language,oc,Guinèa,,,
Q1006,label,language,or,ଗିନି,,,
Q1006,label,language,os,Гвиней,,,
Q1006,label,language,pam,Guinea,,,
Q1006,label,language,pih,Gini,,,
Q1006,label,language,pl,Gwinea,,,
Q1006,label,language,pms,Guinea,,,
Q1006,label,language,pnb,گنی,,,
Q1006,label,language,pt,Guiné,,,
Q1006,label,language,qu,Khiniya,,,
Q1006,label,language,ro,Guineea,,,
Q1006,label,language,ru,Гвинея,,,
Q1006,label,language,rw,Gineya,,,
Q1006,label,language,sa,गिनी,,,
Q1006,label,language,sah,Гуинея,,,
Q1006,label,language,sc,Guinea,,,
Q1006,label,language,scn,Guinia,,,
Q1006,label,language,sco,Guinea,,,
Q1006,label,language,se,Guinea,,,
Q1006,label,language,sg,Ginëe,,,
Q1006,label,language,sh,Gvineja,,,
Q1006,label,language,sk,Guinea,,,
Q1006,label,language,sl,Gvineja,,,
Q1006,label,language,sm,Guinea,,,
Q1006,label,language,sn,Guinea,,,
Q1006,label,language,so,Guinea,,,
Q1006,label,language,sq,Guinea,,,
Q1006,label,language,sr,Гвинеја,,,
Q1006,label,language,ss,IGiniya,,,
Q1006,label,language,st,Guinea,,,
Q1006,label,language,stq,Guinea,,,
Q1006,label,language,su,Guinéa,,,
Q1006,label,language,sv,Guinea,,,
Q1006,label,language,sw,Guinea,,,
Q1006,label,language,szl,Gwinyjo,,,
Q1006,label,language,ta,கினி,,,
Q1006,label,language,tg,Гвинея,,,
Q1006,label,language,th,ประเทศกินี,,,
Q1006,label,language,tk,Gwineýa,,,
Q1006,label,language,tl,Ginea,,,
Q1006,label,language,tr,Gine,,,
Q1006,label,language,ts,Gineya,,,
Q1006,label,language,tt,Гвинея,,,
Q1006,label,language,ug,ۋىنېيە,,,
Q1006,label,language,uk,Гвінея,,,
Q1006,label,language,ur,جمہوریہ گنی,,,
Q1006,label,language,uz,Gvineya,,,
Q1006,label,language,vec,Guinea,,,
Q1006,label,language,vi,Guinée,,,
Q1006,label,language,vo,Gineyän,,,
Q1006,label,language,war,Guinea,,,
Q1006,label,language,wo,Gine,,,
Q1006,label,language,xal,Гвинмудин Орн,,,
Q1006,label,language,yi,גינע,,,
Q1006,label,language,yo,Guinea,,,
Q1006,label,language,zh,几内亚,,,
Q1006,label,language,zu,IGini,,,
Q1006,label,language,nb,Guinea,,,
Q1006,label,language,en-gb,Guinea,,,
Q1006,label,language,ba,Гвинея,,,
Q1006,label,language,de-ch,Guinea,,,
Q1006,label,language,en-ca,Guinea,,,
Q1006,label,language,mk,Гвинеја,,,
Q1006,label,language,ne,गिनी,,,
Q1006,label,language,pa,ਗਿਨੀ,,,
Q1006,label,language,pt-br,Guiné,,,
Q1006,label,language,new,गिनी,,,
Q1006,label,language,min,Guinea,,,
Q1006,label,language,ce,Гвине,,,
Q1006,label,language,sr-ec,Гвинеја,,,
Q1006,label,language,sr-el,Gvineja,,,
Q1006,label,language,mg,Ginea,,,
Q1006,label,language,bxr,Гвиней,,,
Q1006,label,language,arz,جينيا,,,
Q1006,label,language,kn,ಗಿನಿ,,,
Q1006,label,language,dsb,Guineja,,,
Q1006,label,language,crh-latn,Gvineya,,,
Q1006,label,language,gsw,Guinea,,,
Q1006,label,language,vro,Ginea,,,
Q1006,label,language,sgs,Gvėniejė,,,
Q1006,label,language,nan,Guinée,,,
